user_id,watch_time_hours,avg_session_mins,num_sessions,top_genres,genre_diversity,weekend_watch_ratio,days_since_last_active
USR-0421,44.23,161.6,11,"Drama, Sci-Fi",2,0.85,2
USR-0422,39.96,58.7,29,"Thriller, Sci-Fi, Drama",3,0.52,0
USR-0423,41.16,71.3,45,"Documentary, Sci-Fi, Drama",3,0.42,0
USR-0424,72.93,96.5,29,"Action, Thriller",2,0.54,0
USR-0425,38.58,104.8,23,"Sci-Fi, Thriller",2,0.81,0
USR-0426,40.59,128.9,18,Drama,2,0.81,5
USR-0427,67.38,110.2,40,"Action, Thriller",3,0.34,0
USR-0428,15.65,24.2,27,"Comedy, Romance",1,0.4,7
USR-0429,38.34,106.4,18,"Sci-Fi, Thriller",2,0.77,0
USR-0430,9.84,26.7,22,Romance,2,0.24,19
USR-0431,5.06,25.1,7,Comedy,1,0.17,21
USR-0432,31.67,33.3,48,"Documentary, Drama, Action, Horror",4,0.59,1
USR-0433,13.22,15.3,30,Romance,1,0.32,0
USR-0434,11.62,27.5,22,Romance,2,0.48,4
USR-0435,72.86,68.0,46,"Action, Thriller",3,0.43,0
USR-0436,4.92,21.3,26,"Comedy, Romance",1,0.44,3
USR-0437,51.39,71.9,38,"Action, Thriller",1,0.48,1
USR-0438,41.41,95.2,32,"Action, Thriller",3,0.4,7
USR-0439,4.36,32.9,28,Romance,2,0.31,2
USR-0440,43.35,111.2,34,"Action, Thriller",1,0.45,2
USR-0441,34.4,127.6,12,"Drama, Sci-Fi",3,0.8,6
USR-0442,62.63,81.8,19,"Action, Thriller",3,0.39,0
USR-0443,20.12,84.4,26,"Action, Thriller",2,0.29,0
USR-0444,46.08,134.3,19,"Sci-Fi, Thriller",2,0.79,2
USR-0445,59.64,84.2,20,"Action, Thriller",3,0.54,0
USR-0446,1.06,11.8,3,Drama,1,0.19,36
USR-0447,66.7,97.7,42,"Action, Thriller",2,0.5,0
USR-0448,54.01,97.2,18,"Sci-Fi, Thriller",2,0.78,2
USR-0449,49.44,74.5,35,"Action, Thriller",2,0.61,12
USR-0450,24.41,34.0,60,"Comedy, Animation, Sci-Fi, Romance",4,0.63,3
USR-0451,43.57,79.8,28,"Action, Thriller",3,0.53,0
USR-0452,49.56,103.4,42,"Action, Thriller",2,0.62,3
USR-0453,23.43,109.5,16,"Sci-Fi, Thriller",2,0.86,3
USR-0454,42.84,100.2,15,"Sci-Fi, Thriller",2,0.9,2
USR-0455,55.95,85.4,38,"Action, Thriller",2,0.49,4
USR-0456,39.41,155.8,25,"Sci-Fi, Thriller",2,0.84,8
USR-0457,40.12,177.4,11,"Sci-Fi, Thriller",2,0.88,0
USR-0458,42.29,82.8,23,"Drama, Sci-Fi",2,0.82,7
USR-0459,24.61,130.1,18,"Drama, Sci-Fi",3,0.81,4
USR-0460,51.65,95.1,10,Drama,2,0.86,7
USR-0461,1.86,19.4,8,Action,1,0.15,20
USR-0462,7.39,26.1,28,Animation,1,0.44,3
USR-0463,26.11,108.1,18,Drama,2,0.75,7
USR-0464,1.81,17.1,1,Thriller,1,0.19,32
USR-0465,16.82,31.9,23,Animation,2,0.31,7
USR-0466,36.07,97.1,32,"Action, Thriller",3,0.58,0
USR-0467,63.75,76.0,44,"Action, Horror, Documentary",3,0.27,0
USR-0468,14.69,32.2,23,Animation,1,0.35,12
USR-0469,78.65,89.7,28,"Action, Thriller",2,0.34,6
USR-0470,70.26,73.6,58,"Romance, Animation, Thriller",3,0.34,1
USR-0471,34.85,137.4,20,"Drama, Sci-Fi",3,0.83,1
USR-0472,17.74,26.5,32,Comedy,1,0.17,0
USR-0473,7.0,25.1,15,Comedy,2,0.28,4
USR-0474,1.78,29.1,3,Horror,1,0.0,57
USR-0475,64.45,109.2,11,"Drama, Sci-Fi",2,0.92,1
USR-0476,44.92,100.1,35,"Action, Thriller",2,0.38,6
USR-0477,51.06,108.7,15,Drama,2,0.81,0
USR-0478,56.88,105.3,32,"Action, Thriller",2,0.54,2
USR-0479,13.11,5.0,24,Romance,1,0.25,12
USR-0480,50.74,63.5,49,"Drama, Sci-Fi, Horror, Animation, Documentary",5,0.2,6
USR-0481,47.92,102.7,33,"Action, Thriller",2,0.34,1
USR-0482,65.09,93.1,24,"Action, Thriller",2,0.4,0
USR-0483,52.56,83.1,56,"Thriller, Animation, Drama, Action",4,0.43,0
USR-0484,53.67,91.8,33,"Action, Thriller",2,0.45,0
USR-0485,54.99,73.5,52,"Animation, Action, Sci-Fi, Romance, Drama",5,0.44,2
USR-0486,35.02,111.3,32,"Action, Thriller",1,0.51,1
USR-0487,55.58,83.6,36,"Action, Thriller",2,0.45,0
USR-0488,23.21,110.3,42,"Action, Thriller",2,0.28,1
USR-0489,4.18,23.6,7,Horror,1,0.39,25
USR-0490,8.84,25.6,21,Animation,1,0.53,7
USR-0491,45.29,121.1,19,"Drama, Sci-Fi",2,0.72,0
USR-0492,55.16,94.0,53,"Horror, Animation, Sci-Fi, Thriller, Romance",5,0.49,2
USR-0493,2.88,26.8,7,Romance,1,0.36,27
USR-0494,65.09,51.8,62,"Documentary, Horror, Drama, Comedy, Animation",5,0.29,2
USR-0495,16.14,34.2,23,"Comedy, Romance",1,0.36,3
USR-0496,71.42,72.5,13,"Action, Thriller",2,0.4,2
USR-0497,38.97,95.2,30,"Sci-Fi, Thriller",2,0.93,7
USR-0498,9.62,24.8,21,Comedy,1,0.47,11
USR-0499,37.38,168.8,18,"Drama, Sci-Fi",2,0.75,4
USR-0500,45.27,64.0,33,"Action, Thriller",1,0.48,1
USR-0501,57.47,74.5,27,"Action, Thriller",1,0.59,0
USR-0502,39.56,84.2,21,"Sci-Fi, Thriller",3,0.72,6
USR-0503,29.69,102.8,15,Drama,2,0.76,2
USR-0504,33.11,122.9,18,Drama,2,0.83,2
USR-0505,46.37,66.6,45,"Action, Thriller",2,0.57,8
USR-0506,82.64,67.8,45,"Action, Thriller",3,0.56,17
USR-0507,46.49,112.7,18,Drama,3,0.84,0
USR-0508,33.24,74.1,51,"Action, Thriller",3,0.46,2
USR-0509,45.16,53.9,53,"Animation, Thriller, Action, Drama, Romance",5,0.47,2
USR-0510,26.27,127.0,10,"Sci-Fi, Thriller",2,0.8,1
USR-0511,48.21,120.9,22,Drama,3,0.84,9
USR-0512,26.89,47.6,44,"Romance, Thriller, Action, Horror, Drama",5,0.41,5
USR-0513,38.19,78.2,40,"Horror, Thriller, Sci-Fi, Animation, Documentary",5,0.61,3
USR-0514,64.7,46.1,52,"Romance, Sci-Fi, Comedy, Drama",4,0.57,1
USR-0515,47.94,111.5,22,"Drama, Sci-Fi",2,0.88,5
USR-0516,8.56,38.8,30,"Comedy, Romance",2,0.39,3
USR-0517,13.8,26.3,25,"Comedy, Romance",1,0.27,3
USR-0518,62.91,86.8,35,"Animation, Drama, Documentary, Action, Sci-Fi",5,0.4,0
USR-0519,6.85,25.6,27,Animation,1,0.22,4
USR-0520,57.58,81.6,22,"Action, Thriller",2,0.62,4
USR-0521,60.96,106.0,25,"Action, Thriller",2,0.22,4
USR-0522,15.59,15.0,27,"Comedy, Romance",1,0.35,3
USR-0523,51.31,118.7,20,"Sci-Fi, Thriller",3,0.72,5
USR-0524,58.86,92.5,27,"Action, Thriller",2,0.43,1
USR-0525,17.82,29.8,27,Romance,1,0.3,9
USR-0526,41.99,123.3,23,"Sci-Fi, Thriller",3,0.89,2
USR-0527,3.48,17.9,3,Action,1,0.37,55
USR-0528,10.34,28.9,34,Animation,1,0.36,1
USR-0529,62.03,57.5,37,"Horror, Thriller, Comedy, Animation, Sci-Fi",5,0.41,1
USR-0530,3.92,22.0,7,Comedy,1,0.27,31
USR-0531,8.32,22.0,25,"Comedy, Romance",1,0.38,2
USR-0532,53.89,70.6,29,"Action, Thriller",2,0.49,1
USR-0533,50.9,90.0,35,"Action, Thriller",3,0.7,9
USR-0534,77.91,46.0,35,"Drama, Comedy, Horror",3,0.57,0
USR-0535,9.47,29.0,23,Animation,1,0.27,0
USR-0536,61.69,88.0,38,"Action, Thriller",1,0.4,11
USR-0537,9.32,32.0,20,Romance,1,0.4,5
USR-0538,45.39,137.9,29,"Sci-Fi, Thriller",2,0.85,0
USR-0539,35.57,143.6,18,Drama,3,0.77,3
USR-0540,4.13,30.5,6,Comedy,1,0.4,38
USR-0541,1.68,28.1,25,"Comedy, Romance",1,0.22,2
USR-0542,38.25,98.9,29,"Action, Thriller",1,0.43,1
USR-0543,42.26,89.3,38,"Action, Thriller",1,0.43,10
USR-0544,58.83,114.8,36,"Action, Thriller",2,0.55,0
USR-0545,52.05,98.9,45,"Action, Thriller",2,0.38,9
USR-0546,49.5,124.9,12,Drama,2,0.78,2
USR-0547,47.29,92.1,17,"Drama, Sci-Fi",3,0.84,3
USR-0548,40.42,81.0,56,"Drama, Comedy, Action, Romance, Documentary",5,0.47,1
USR-0549,75.03,75.9,47,"Action, Thriller",2,0.42,3
USR-0550,58.57,114.3,29,"Action, Thriller",2,0.36,1
USR-0551,53.95,98.2,42,"Action, Thriller",2,0.44,3
USR-0552,7.86,24.1,32,Romance,1,0.23,9
USR-0553,47.82,75.8,52,"Action, Horror, Animation, Documentary",4,0.55,0
USR-0554,24.96,87.6,56,"Comedy, Action, Romance, Horror",4,0.49,2
USR-0555,14.16,29.4,25,Animation,1,0.38,1
USR-0556,62.56,61.8,38,"Action, Thriller",2,0.54,9
USR-0557,40.49,135.4,16,"Sci-Fi, Thriller",3,0.83,2
USR-0558,61.57,77.1,39,"Action, Thriller",2,0.48,0
USR-0559,44.99,98.8,33,"Action, Thriller",1,0.24,0
USR-0560,9.25,22.5,32,"Comedy, Romance",1,0.41,0
USR-0561,8.96,36.6,30,Romance,1,0.18,15
USR-0562,16.04,19.3,28,Romance,1,0.36,17
USR-0563,74.72,95.4,28,"Action, Thriller",3,0.45,2
USR-0564,39.0,88.1,16,"Drama, Sci-Fi",2,0.79,7
USR-0565,63.61,82.0,36,"Action, Thriller",2,0.45,4
USR-0566,4.38,17.7,30,Comedy,2,0.53,2
USR-0567,11.76,21.7,38,Romance,1,0.53,6
USR-0568,40.96,43.8,52,"Thriller, Documentary, Horror",3,0.83,1
USR-0569,34.51,47.7,53,"Action, Sci-Fi, Horror",3,0.5,1
USR-0570,71.44,65.5,36,"Action, Thriller",3,0.4,2
USR-0571,72.55,96.7,42,"Action, Thriller",2,0.43,6
USR-0572,36.04,104.6,23,Drama,3,0.89,0
USR-0573,14.66,19.1,18,Comedy,2,0.32,1
USR-0574,62.6,79.5,48,"Action, Thriller",1,0.26,0
USR-0575,12.32,25.4,28,Romance,1,0.26,6
USR-0576,47.47,46.6,50,"Action, Thriller",2,0.34,2
USR-0577,1.85,12.7,2,Romance,1,0.17,59
USR-0578,52.12,110.1,25,"Sci-Fi, Thriller",3,0.79,3
USR-0579,46.44,88.7,14,"Sci-Fi, Thriller",3,0.8,1
USR-0580,52.09,61.6,31,"Action, Thriller",2,0.35,0
USR-0581,56.84,140.0,28,"Drama, Sci-Fi",2,0.75,1
USR-0582,3.44,16.2,8,Drama,1,0.26,40
USR-0583,17.61,57.3,62,"Thriller, Action, Comedy, Drama, Documentary",5,0.54,0
USR-0584,37.28,64.5,23,"Comedy, Drama, Action, Horror, Animation",5,0.66,0
USR-0585,10.27,29.8,26,"Comedy, Romance",2,0.33,25
USR-0586,68.7,83.4,34,"Action, Thriller",2,0.43,0
USR-0587,8.91,17.3,29,Comedy,2,0.54,2
USR-0588,49.25,95.4,53,"Action, Thriller",2,0.38,0
USR-0589,45.76,79.0,27,"Sci-Fi, Horror, Thriller, Documentary",4,0.82,6
USR-0590,5.03,22.8,18,Comedy,2,0.41,8
USR-0591,36.02,143.7,28,"Drama, Sci-Fi",2,0.77,1
USR-0592,10.97,21.8,32,Animation,2,0.16,6
USR-0593,4.07,27.1,6,Horror,1,0.27,20
USR-0594,19.43,22.1,29,Comedy,2,0.17,0
USR-0595,48.79,85.5,30,"Action, Thriller",2,0.42,0
USR-0596,50.48,33.5,39,"Documentary, Romance, Sci-Fi",3,0.63,0
USR-0597,69.61,90.7,36,"Action, Thriller",2,0.4,6
USR-0598,64.35,88.6,26,"Action, Thriller",1,0.61,0
USR-0599,33.51,127.5,25,"Sci-Fi, Thriller",2,0.97,9
USR-0600,0.17,15.0,8,Documentary,1,0.29,24
USR-0601,59.95,81.0,35,"Action, Thriller",2,0.61,2
USR-0602,35.53,147.0,19,"Sci-Fi, Thriller",2,0.61,3
USR-0603,45.09,111.4,12,"Sci-Fi, Thriller",3,0.78,0
USR-0604,36.78,88.7,39,"Action, Thriller",1,0.41,3
USR-0605,15.2,30.6,28,Comedy,1,0.33,26
USR-0606,2.05,21.7,4,Animation,1,0.18,40
USR-0607,49.42,66.6,58,"Sci-Fi, Horror, Romance",3,0.37,0
USR-0608,32.62,62.5,47,"Comedy, Drama, Horror",3,0.54,1
USR-0609,3.71,14.8,1,Drama,1,0.33,30
USR-0610,8.78,28.3,38,Animation,1,0.39,1
USR-0611,8.24,21.6,15,Romance,1,0.35,5
USR-0612,7.06,24.0,33,Romance,2,0.2,10
USR-0613,67.42,96.7,49,"Action, Thriller",2,0.55,2
USR-0614,46.93,93.3,21,"Action, Thriller",2,0.4,0
USR-0615,35.0,128.8,20,"Drama, Sci-Fi",2,0.88,9
USR-0616,13.52,21.5,19,Comedy,1,0.46,2
USR-0617,46.76,68.5,36,"Action, Thriller",3,0.51,3
USR-0618,44.17,104.2,23,"Action, Thriller",3,0.57,0
USR-0619,16.32,30.7,30,Comedy,1,0.46,5
USR-0620,15.04,29.8,19,Romance,2,0.39,8
USR-0621,11.58,21.2,32,Romance,1,0.34,3
USR-0622,3.96,16.7,6,Romance,1,0.36,32
USR-0623,70.45,71.8,38,"Action, Thriller",3,0.38,12
USR-0624,13.56,28.7,44,Romance,2,0.35,14
USR-0625,38.72,93.3,39,"Action, Thriller",1,0.52,5
USR-0626,14.39,12.9,29,Comedy,2,0.32,14
USR-0627,61.89,88.1,27,"Action, Thriller",2,0.42,0
USR-0628,54.25,97.4,40,"Action, Thriller",2,0.4,3
USR-0629,32.33,79.7,34,"Animation, Horror, Documentary",3,0.63,0
USR-0630,50.89,106.0,21,"Sci-Fi, Thriller",2,0.76,5
USR-0631,60.58,44.5,46,"Action, Thriller, Comedy",3,0.49,1
USR-0632,2.31,16.1,5,Animation,1,0.49,25
USR-0633,34.11,110.8,24,Drama,2,0.93,9
USR-0634,0.5,16.5,4,Comedy,1,0.29,56
USR-0635,54.41,97.3,36,"Action, Thriller",2,0.49,0
USR-0636,11.29,19.5,25,Romance,1,0.38,9
USR-0637,36.04,66.4,38,"Documentary, Action, Drama",3,0.44,0
USR-0638,66.67,88.3,44,"Action, Thriller",3,0.48,0
USR-0639,47.42,107.2,21,"Drama, Sci-Fi",3,0.78,2
USR-0640,8.46,26.0,32,Comedy,2,0.34,9
USR-0641,11.49,23.6,29,Romance,1,0.42,2
USR-0642,31.66,80.8,35,"Animation, Action, Thriller, Sci-Fi, Documentary",5,0.49,1
USR-0643,5.6,13.8,4,Comedy,1,0.23,51
USR-0644,48.92,77.3,32,"Action, Thriller",3,0.4,1
USR-0645,40.88,117.3,30,"Action, Thriller",1,0.53,0
USR-0646,63.71,92.1,44,"Action, Thriller",2,0.45,3
USR-0647,35.4,98.4,16,"Sci-Fi, Thriller",2,0.82,1
USR-0648,66.57,95.4,25,"Action, Thriller",3,0.29,5
USR-0649,43.36,115.9,21,"Sci-Fi, Thriller",3,0.72,1
USR-0650,7.89,22.1,33,Animation,2,0.38,13
USR-0651,68.19,57.3,45,"Romance, Sci-Fi, Action, Horror",4,0.46,1
USR-0652,46.72,108.5,13,"Drama, Sci-Fi",2,0.83,0
USR-0653,55.05,132.3,20,"Drama, Sci-Fi",2,0.76,0
USR-0654,19.83,63.4,24,"Sci-Fi, Thriller",3,0.81,0
USR-0655,47.94,149.3,23,"Sci-Fi, Thriller",3,0.76,3
USR-0656,29.25,122.5,16,"Drama, Sci-Fi",2,0.78,0
USR-0657,11.82,21.1,26,Animation,1,0.34,2
USR-0658,44.8,98.9,24,"Drama, Sci-Fi",3,0.72,0
USR-0659,12.09,19.3,27,"Comedy, Romance",1,0.32,9
USR-0660,33.26,105.1,16,"Sci-Fi, Thriller",3,0.67,1
USR-0661,42.33,106.0,32,"Action, Thriller",3,0.56,3
USR-0662,47.89,125.3,15,"Drama, Sci-Fi",2,0.83,11
USR-0663,11.63,34.3,30,"Comedy, Romance",1,0.4,24
USR-0664,31.28,106.3,36,"Action, Thriller",2,0.45,2
USR-0665,12.49,21.7,30,Comedy,1,0.34,4
USR-0666,55.42,120.0,34,"Action, Thriller",1,0.61,3
USR-0667,58.49,104.4,28,"Action, Thriller",2,0.45,0
USR-0668,4.6,66.9,39,"Drama, Documentary, Thriller, Action",4,0.55,3
USR-0669,52.17,83.9,30,"Action, Thriller",2,0.48,1
USR-0670,57.26,46.0,52,"Romance, Thriller, Drama, Horror",4,0.38,1
USR-0671,68.85,87.7,28,"Action, Thriller",1,0.46,1
USR-0672,13.81,11.9,36,"Comedy, Romance",1,0.39,4
USR-0673,43.25,82.5,43,"Documentary, Sci-Fi, Action",3,0.25,7
USR-0674,51.08,60.3,42,"Romance, Thriller, Action",3,0.35,6
USR-0675,8.56,20.1,37,Romance,1,0.32,7
USR-0676,32.93,88.6,35,"Action, Thriller",3,0.46,2
USR-0677,14.22,30.8,30,Animation,1,0.3,16
USR-0678,54.65,70.1,40,"Action, Thriller",2,0.43,0
USR-0679,48.69,96.3,22,"Sci-Fi, Thriller",2,0.85,0
USR-0680,17.4,21.1,23,Romance,1,0.36,7
USR-0681,19.46,167.1,21,"Sci-Fi, Thriller",2,0.76,2
USR-0682,41.1,132.3,16,"Sci-Fi, Thriller",2,0.8,4
USR-0683,54.01,121.5,39,"Action, Thriller",1,0.48,1
USR-0684,78.17,102.9,31,"Action, Thriller",2,0.26,1
USR-0685,57.21,104.8,44,"Action, Thriller",2,0.36,2
USR-0686,38.27,81.1,33,"Action, Thriller",1,0.41,0
USR-0687,43.53,95.5,35,"Action, Thriller",1,0.5,6
USR-0688,15.47,20.4,27,Romance,1,0.43,0
USR-0689,10.98,19.2,35,Comedy,1,0.28,5
USR-0690,28.27,85.3,17,Drama,3,0.9,0
USR-0691,2.22,24.6,6,Drama,1,0.27,40
USR-0692,7.95,14.0,37,Animation,1,0.24,5
USR-0693,45.87,148.3,22,"Sci-Fi, Thriller",2,0.76,2
USR-0694,68.16,57.1,47,"Action, Thriller",3,0.56,0
USR-0695,52.79,92.8,38,"Action, Thriller",1,0.45,1
USR-0696,45.87,115.9,20,"Sci-Fi, Thriller",3,0.74,5
USR-0697,50.71,126.5,26,Drama,2,0.82,1
USR-0698,8.59,25.4,34,Romance,2,0.26,2
USR-0699,43.43,77.5,47,"Sci-Fi, Thriller, Comedy, Action",4,0.45,1
USR-0700,16.35,26.9,27,Romance,1,0.45,2
USR-0701,3.85,26.2,4,Animation,1,0.26,48
USR-0702,11.47,20.4,39,Comedy,1,0.28,4
USR-0703,63.54,136.7,41,"Action, Thriller",1,0.37,0
USR-0704,8.08,20.0,36,Animation,2,0.48,12
USR-0705,71.55,54.0,49,"Romance, Sci-Fi, Drama, Documentary",4,0.44,0
USR-0706,11.26,15.4,41,Animation,1,0.23,4
USR-0707,57.46,101.1,38,"Action, Thriller",2,0.33,2
USR-0708,46.03,122.2,22,Drama,2,0.73,2
USR-0709,56.24,127.7,22,"Sci-Fi, Thriller",3,0.66,5
USR-0710,38.23,97.7,25,Drama,3,0.82,2
USR-0711,13.5,33.1,28,"Comedy, Romance",1,0.38,2
USR-0712,15.76,22.7,20,Romance,2,0.31,10
USR-0713,33.46,136.9,24,"Drama, Sci-Fi",2,0.66,11
USR-0714,56.53,41.7,47,"Comedy, Horror, Documentary",3,0.51,6
USR-0715,62.43,80.0,52,"Sci-Fi, Animation, Action, Romance",4,0.35,0
USR-0716,39.99,109.6,16,"Drama, Sci-Fi",2,0.81,0
USR-0717,15.56,18.3,23,Animation,2,0.36,9
USR-0718,71.86,86.4,51,"Action, Thriller",2,0.51,2
USR-0719,15.38,30.6,19,"Comedy, Romance",1,0.48,1
USR-0720,11.46,28.1,38,"Comedy, Romance",1,0.29,8
USR-0721,42.24,58.5,33,"Action, Thriller",1,0.54,2
USR-0722,3.29,18.2,2,Horror,1,0.39,31
USR-0723,17.39,29.3,29,Romance,1,0.2,1
USR-0724,42.05,80.9,46,"Documentary, Horror, Sci-Fi, Drama",4,0.64,1
USR-0725,65.03,111.8,35,"Action, Thriller",2,0.5,2
USR-0726,4.59,24.1,6,Action,1,0.12,32
USR-0727,7.89,19.7,31,Comedy,1,0.31,1
USR-0728,35.85,100.1,22,"Drama, Sci-Fi",2,0.94,5
USR-0729,6.97,23.9,29,Romance,2,0.36,2
USR-0730,15.97,26.1,29,Romance,1,0.29,8
USR-0731,9.04,17.3,31,Animation,2,0.26,9
USR-0732,10.68,21.9,28,Comedy,1,0.43,20
USR-0733,23.93,120.9,41,"Action, Thriller",3,0.39,4
USR-0734,57.37,78.4,36,"Action, Thriller",2,0.41,3
USR-0735,26.56,113.1,21,"Sci-Fi, Thriller",2,0.65,3
USR-0736,54.21,57.9,50,"Animation, Romance, Comedy, Thriller, Action",5,0.72,2
USR-0737,12.72,30.0,27,Romance,1,0.27,6
USR-0738,39.95,102.1,24,"Sci-Fi, Thriller",3,0.72,7
USR-0739,50.19,102.2,30,"Action, Thriller",2,0.38,0
USR-0740,10.35,20.6,18,Romance,1,0.55,11
USR-0741,17.18,22.2,33,"Comedy, Romance",1,0.22,0
USR-0742,59.33,104.5,37,"Action, Thriller",2,0.29,3
USR-0743,50.08,101.8,23,"Action, Thriller",2,0.32,0
USR-0744,57.48,48.8,47,"Horror, Sci-Fi, Animation, Documentary",4,0.66,0
USR-0745,49.22,69.0,37,"Action, Thriller",2,0.49,0
USR-0746,54.71,58.0,23,"Action, Thriller",1,0.42,0
USR-0747,42.86,102.2,54,"Action, Thriller",3,0.37,6
USR-0748,40.78,110.3,25,Drama,2,0.81,1
USR-0749,1.52,15.7,6,Comedy,1,0.26,55
USR-0750,13.64,21.7,31,Animation,1,0.47,36
USR-0751,23.9,106.1,10,Drama,2,0.84,13
USR-0752,46.31,89.1,47,"Action, Thriller",1,0.61,10
USR-0753,15.67,41.4,19,"Comedy, Romance",1,0.42,14
USR-0754,37.48,95.9,24,"Drama, Sci-Fi",2,0.73,3
USR-0755,73.13,58.0,22,"Action, Thriller",2,0.52,4
USR-0756,3.29,23.5,1,Sci-Fi,1,0.11,35
USR-0757,4.77,23.4,27,Animation,1,0.36,0
USR-0758,25.56,147.4,27,"Drama, Sci-Fi",3,0.81,2
USR-0759,16.29,20.7,27,Comedy,1,0.49,5
USR-0760,4.88,20.0,6,Comedy,1,0.37,52
USR-0761,62.92,73.9,40,"Action, Thriller",1,0.43,2
USR-0762,5.03,10.4,2,Romance,1,0.0,22
USR-0763,68.11,67.9,38,"Action, Thriller",2,0.42,0
USR-0764,0.16,19.6,2,Horror,1,0.19,58
USR-0765,12.83,20.7,33,Comedy,1,0.31,1
USR-0766,16.63,25.7,40,Comedy,2,0.33,18
USR-0767,15.86,24.9,23,Animation,1,0.17,13
USR-0768,47.68,135.2,13,"Sci-Fi, Thriller",3,0.73,2
USR-0769,9.21,19.3,25,Animation,1,0.24,0
USR-0770,45.54,67.9,65,"Documentary, Action, Horror",3,0.58,1
USR-0771,11.95,34.5,33,Comedy,1,0.29,0
USR-0772,62.79,84.7,38,"Action, Thriller",3,0.37,4
USR-0773,66.99,88.8,26,"Action, Thriller",2,0.63,1
USR-0774,18.96,20.7,22,Romance,1,0.33,0
USR-0775,3.22,34.6,32,Romance,1,0.4,7
USR-0776,8.47,32.9,26,Comedy,1,0.15,4
USR-0777,45.56,78.2,49,"Action, Thriller",3,0.54,1
USR-0778,45.05,132.5,13,Drama,3,0.68,0
USR-0779,43.64,97.2,23,"Sci-Fi, Thriller",3,0.73,6
USR-0780,34.22,119.8,19,Drama,3,0.81,1
USR-0781,26.64,162.7,17,"Drama, Sci-Fi",3,0.86,1
USR-0782,36.18,120.1,25,"Sci-Fi, Thriller",2,0.85,2
USR-0783,58.79,65.7,26,"Drama, Thriller, Sci-Fi, Animation",4,0.13,5
USR-0784,16.35,29.1,29,Animation,1,0.25,1
USR-0785,2.52,18.1,6,Sci-Fi,1,0.16,42
USR-0786,56.44,127.8,25,Drama,2,0.74,1
USR-0787,63.05,127.5,34,"Action, Thriller",2,0.47,1
USR-0788,41.75,72.5,38,"Action, Thriller",2,0.55,10
USR-0789,9.63,19.1,40,Romance,2,0.33,3
USR-0790,38.31,135.4,20,Drama,2,0.69,4
USR-0791,50.39,121.9,17,"Sci-Fi, Thriller",2,0.6,1
USR-0792,2.52,9.1,3,Romance,1,0.32,49
USR-0793,68.84,81.7,48,"Animation, Comedy, Sci-Fi, Action",4,0.44,2
USR-0794,64.44,81.6,12,"Action, Thriller",2,0.59,2
USR-0795,57.73,95.6,25,Drama,3,0.88,0
USR-0796,54.81,61.0,39,"Action, Horror, Romance",3,0.63,1
USR-0797,11.38,13.1,12,Romance,1,0.15,4
USR-0798,33.59,176.5,13,Drama,3,0.8,1
USR-0799,34.51,86.2,41,"Action, Thriller",3,0.59,0
USR-0800,2.87,8.6,8,Sci-Fi,1,0.2,51
USR-0801,9.86,20.5,20,"Comedy, Romance",1,0.35,0
USR-0802,55.32,86.0,34,"Action, Thriller",2,0.49,10
USR-0803,12.58,31.8,16,Animation,1,0.43,4
USR-0804,30.77,98.2,53,"Action, Thriller",3,0.39,3
USR-0805,12.35,18.8,33,Romance,1,0.39,2
USR-0806,6.68,34.8,24,Comedy,1,0.46,0
USR-0807,43.52,28.9,31,"Drama, Sci-Fi, Thriller, Romance",4,0.37,2
USR-0808,2.38,18.7,7,Horror,1,0.27,41
USR-0809,10.46,26.2,27,"Comedy, Romance",1,0.25,15
USR-0810,42.7,118.3,22,"Sci-Fi, Thriller",2,0.9,8
USR-0811,66.6,79.9,19,"Action, Thriller",2,0.48,0
USR-0812,3.16,16.4,6,Romance,1,0.24,29
USR-0813,26.79,111.2,22,"Drama, Sci-Fi",3,0.86,0
USR-0814,44.52,112.9,20,"Sci-Fi, Thriller",3,0.86,6
USR-0815,3.04,12.2,4,Action,1,0.4,40
USR-0816,5.5,10.0,29,Comedy,1,0.36,0
USR-0817,43.47,98.0,42,"Action, Thriller",2,0.55,0
USR-0818,27.63,111.1,16,"Drama, Sci-Fi",2,0.84,0
USR-0819,4.65,25.2,5,Horror,1,0.12,30
USR-0820,39.21,79.1,44,"Action, Thriller",2,0.56,4
USR-0821,74.0,83.7,50,"Animation, Comedy, Drama, Horror, Sci-Fi",5,0.46,0
USR-0822,32.56,77.3,46,"Action, Comedy, Documentary, Sci-Fi, Drama",5,0.45,1
USR-0823,4.21,19.6,16,"Comedy, Romance",1,0.37,2
USR-0824,57.92,82.9,39,"Action, Thriller",2,0.35,1
USR-0825,8.84,23.4,34,"Comedy, Romance",2,0.22,1
USR-0826,70.41,85.9,35,"Action, Thriller",3,0.57,0
USR-0827,56.28,92.4,47,"Action, Thriller",3,0.42,4
USR-0828,38.93,72.6,40,"Animation, Thriller, Sci-Fi, Action",4,0.56,0
USR-0829,2.88,19.0,4,Action,1,0.27,35
USR-0830,64.66,88.6,55,"Documentary, Drama, Comedy, Sci-Fi",4,0.44,0
USR-0831,20.14,54.9,43,"Sci-Fi, Animation, Romance, Documentary, Drama",5,0.37,3
USR-0832,34.65,104.6,22,"Drama, Sci-Fi",3,0.69,0
USR-0833,52.52,123.2,23,Drama,2,0.81,3
USR-0834,4.77,20.0,3,Horror,1,0.13,22
USR-0835,23.57,26.7,22,Animation,2,0.48,2
